ChemicalID	DiseaseID	PubMedIDs
C078049	D016171	11765299
C078049	D016171	15001976
C044630	D012640	12573515
C044630	D012640	8613919
C579046	D001778	22956632
C579046	D002779	22956632
C579046	D003967	22956632
C579046	D056486	22956632
C579046	D012798	22956632
C579046	D012818	22956632
C579046	D012883	22956632
C579046	D013921	22956632
C579046	D014202	22956632
C579046	D014839	22956632
C082874	D007022	8968551
C419708	D000152	17166623
C419708	D000740	15196742
C419708	D006332	27084042
C419708	D066126	27084042
C419708	D003872	15196742
C419708	D003967	15196742
C419708	D003875	20846305
C419708	D056486	19803472
C419708	D056486	23956101
C419708	D005533	16939960
C419708	D006229	16939960
C419708	D007249	21743808
C419708	D020300	20170543
C419708	D007970	15196742
C419708	D017563	14501391
C419708	D017563	19653137
C419708	D017563	20686337
C419708	D055370	19803472
C419708	D055370	20935109
C419708	D052016	15196742
C419708	D009503	15196742
C419708	D011014	20646869
C419708	D012871	16800173
C419708	D013262	25811541
C419708	D013921	15196742
C419708	D015431	20935109
C001277	D001284	9664232
C001277	D006529	9664232
C056507	D015746	17164233
C056507	D058186	15895229
C056507	D058186	18427761
C056507	D000505	12006518
C056507	D000505	12592360
C056507	D000707	12006518
C056507	D000740	12006518
C056507	D000740	12365019
C056507	D000740	12367796
C056507	D000740	12592360
C056507	D000740	15581045
C056507	D000740	16142487
C056507	D000740	17081186
C056507	D000740	17403553
C056507	D000740	17430667
C056507	D000740	17594717
C056507	D000740	21193969
C056507	D000740	11165408
C056507	D000740	26091808
C056507	D000740	11325490
C056507	D000740	9164223
C056507	D000740	11955656
C056507	D000743	18427761
C056507	D000743	18557535
C056507	D000743	19816959
C056507	D000855	12365019
C056507	D001025	20407388
C056507	D001037	15370618
C056507	D001247	10928183
C056507	D001259	15370618
C056507	D001281	10847470
C056507	D001281	11165408
C056507	D001281	17460420
C056507	D001282	11165408
C056507	D065766	19816959
C056507	D001342	9500323
C056507	D001766	18427761
C056507	D019575	17164233
C056507	D001855	9164223
C056507	D002037	10847470
C056507	D002037	19060498
C056507	D019559	20148474
C056507	D019559	11822767
C056507	D019559	16477934
C056507	D019559	18176375
C056507	D002305	16109609
C056507	D002637	19060498
C056507	D003072	16490239
C056507	D003221	15370618
C056507	D003221	19262592
C056507	D003680	9500323
C056507	D003681	20082116
C056507	D003967	9164208
C056507	D003967	10955861
C056507	D003967	12365019
C056507	D003967	17805486
C056507	D064420	12006518
C056507	D064420	12241108
C056507	D004417	10541971
C056507	D004487	19816959
C056507	D004487	15280817
C056507	D004487	15790464
C056507	D004487	17805486
C056507	D020345	14766271
C056507	D004890	12125951
C056507	D005076	10955861
C056507	D005221	10690391
C056507	D005221	12365019
C056507	D005221	22338014
C056507	D005334	20407388
C056507	D005334	10541971
C056507	D005334	12367796
C056507	D005334	17164233
C056507	D005767	17430667
C056507	D015433	10528031
C056507	D020275	17129846
C056507	D006261	15370618
C056507	D006261	17164233
C056507	D006261	19262592
C056507	D006331	12198364
C056507	D006333	10550159
C056507	D006333	11165408
C056507	D006333	16689991
C056507	D006402	12241108
C056507	D006402	17805486
C056507	D006461	15790464
C056507	D006463	14501391
C056507	D006463	15340761
C056507	D006463	15790464
C056507	D006463	15895229
C056507	D006463	16142487
C056507	D006463	17929123
C056507	D006463	18427761
C056507	D006463	18557535
C056507	D006463	19116715
C056507	D006463	20119714
C056507	D006463	9932169
C056507	D006463	10528696
C056507	D006463	10965557
C056507	D006463	12324937
C056507	D006932	20082116
C056507	D006947	11733637
C056507	D006973	19814643
C056507	D006973	19816959
C056507	D006973	15790464
C056507	D006973	15895229
C056507	D006973	18427761
C056507	D007010	20082116
C056507	D007010	26091808
C056507	D007022	10541971
C056507	D007511	15924070
C056507	D007674	9164208
C056507	D053609	19262592
C056507	D056784	19262592
C056507	D007970	17430667
C056507	D007970	9164223
C056507	D007970	11325490
C056507	D007970	16142487
C056507	D007970	17403553
C056507	D017093	12796036
C056507	D008171	17805486
C056507	D008231	22338014
C056507	D052016	12592360
C056507	D009135	11955656
C056507	D009203	10609769
C056507	D009203	15751647
C056507	D009207	15370618
C056507	D009325	17430667
C056507	D009325	20082116
C056507	D009325	22338014
C056507	D009325	9164223
C056507	D009325	10955861
C056507	D009325	12006518
C056507	D009325	12365019
C056507	D009336	21645609
C056507	D009422	9164208
C056507	D020258	10526274
C056507	D009503	17594717
C056507	D009503	10955861
C056507	D009503	20082116
C056507	D009503	11135224
C056507	D009503	21193969
C056507	D009503	11165408
C056507	D009503	11325490
C056507	D009503	11712802
C056507	D009503	12006518
C056507	D009503	12367796
C056507	D009503	21482494
C056507	D009503	12592360
C056507	D009503	22338014
C056507	D009503	15231858
C056507	D009503	24158386
C056507	D009503	15581045
C056507	D009503	26091808
C056507	D009503	16142487
C056507	D009503	10526274
C056507	D009503	9164208
C056507	D009503	16969509
C056507	D009503	10690391
C056507	D009503	17081186
C056507	D009503	10928183
C056507	D010146	11113764
C056507	D010292	9500323
C056507	D010292	10955861
C056507	D010292	11113764
C056507	D010292	12125951
C056507	D010490	16109609
C056507	D010523	12825825
C056507	D010523	10928183
C056507	D010523	11113764
C056507	D010523	12006518
C056507	D011014	12365019
C056507	D011014	12367796
C056507	D011654	15895229
C056507	D011697	20119714
C056507	D051437	15790464
C056507	D051437	18557535
C056507	D051437	19816959
C056507	D012128	15790464
C056507	D012206	11733637
C056507	D012206	12198364
C056507	D045743	15280817
C056507	D012640	17164233
C056507	D012770	10541971
C056507	D013280	12006518
C056507	D013617	19856675
C056507	D013921	20082116
C056507	D013921	11325490
C056507	D013921	21193969
C056507	D013921	11955654
C056507	D013921	21482494
C056507	D013921	12365019
C056507	D013921	12367796
C056507	D013921	12592360
C056507	D013921	15581045
C056507	D013921	15790464
C056507	D013921	22338014
C056507	D013921	17081186
C056507	D013921	24158386
C056507	D013921	17403553
C056507	D013921	9164223
C056507	D013921	17594717
C056507	D013921	18427761
C056507	D013921	10526274
C056507	D013921	18557535
C056507	D013921	11135224
C056507	D013921	19816959
C056507	D013921	11165408
C056507	D013927	15924070
C056507	D014511	11219485
C056507	D014511	12806945
C056507	D014657	11955656
C056507	D014657	14745551
C056507	D014657	14766271
C056507	D020246	12241108
C056507	D054141	10541971
C056507	D014786	15370618
C056507	D014786	19262592
C056507	D014839	20082116
C056507	D014839	9164223
C056507	D014839	10955861
C056507	D014839	12006518
C056507	D014839	17430667
C508870	D000740	16434988
C508870	D009325	16434988
C508870	D009503	16434988
C508870	D010523	16434988
C508870	D013921	16434988
C508870	D014839	16434988
C021182	D015746	3698593
C021182	D015746	9798584
C021182	D000787	11187221
C021182	D001919	11187221
C021182	D002318	20224253
C021182	D003967	3698593
C021182	D005313	11187221
C021182	D005313	20224253
C021182	D006470	9798584
C021182	D009203	18185889
C021182	D011248	3698593
C021182	D011248	9397098
C021182	D012640	11187221
C021182	D012770	10904996
C021182	D020521	10904996
C021182	D014474	11187221
C021182	D014592	3698593
C021182	D014839	3698593
D015248	D058186	11795020
D015248	D058186	14742756
D015248	D058186	2297197
D015248	D058186	2355431
D015248	D058186	8893176
D015248	D058186	11173785
D015248	D058186	11371708
D015248	D058186	11447919
D015248	D001002	11795020
D015248	D018771	7670796
D015248	D001168	8422571
D015248	D001416	7670796
D015248	D002769	24385052
D015248	D002780	11767440
D015248	D003161	8000060
D015248	D003161	8417294
D015248	D056486	24385052
D015248	D064420	2017280
D015248	D007172	9567433
D015248	D007172	1393117
D015248	D007172	1978015
D015248	D007172	8364294
D015248	D006261	2329850
D015248	D006261	2903970
D015248	D006505	9844285
D015248	D006529	20953357
D015248	D006529	7497472
D015248	D006529	9007043
D015248	D041781	24385052
D015248	D008113	25058030
D015248	D028361	17499714
D015248	D018908	1521554
D015248	D009135	17658632
D015248	D009135	1888257
D015248	D009135	18956824
D015248	D009135	19150455
D015248	D009135	2067654
D015248	D009135	2355431
D015248	D009135	3076126
D015248	D009135	8253419
D015248	D009135	10959522
D015248	D009135	12380704
D015248	D009135	16239165
D015248	D009220	8000060
D015248	D009220	8417294
D015248	D009220	14605512
D015248	D009220	1615846
D015248	D009220	19934390
D015248	D011928	8422571
D015248	D051437	8252847
D015248	D051437	10190540
D015248	D051437	10959522
D015248	D051437	12380704
D015248	D012206	8893176
D015248	D012206	11371708
D015248	D012206	9160078
D015248	D012206	11447919
D015248	D012206	11573847
D015248	D012206	11795020
D015248	D012206	12380704
D015248	D012206	14742756
D015248	D012206	16235714
D015248	D012206	16400396
D015248	D012206	18157972
D015248	D012206	18956824
D015248	D012206	2297197
D015248	D012206	10190540
D015248	D012206	2355431
D015248	D012206	10959522
D015248	D012206	8252847
D015248	D012206	11173785
D015248	D012735	11794424
D015248	D013585	8422571
D015248	D013924	8422571
C103274	D013262	25811541
C406061	D018771	12921496
C406061	D001281	12921496
C406061	D023341	12921496
C406061	D003967	12497211
C406061	D004417	12921496
C406061	D004890	12921496
C406061	D005334	12921496
C406061	D006504	11781639
C406061	D006504	12497211
C406061	D006973	12921496
C406061	D007022	12921496
C406061	D052016	12497211
C406061	D012206	12921496
C406061	D018805	12497211
C406061	D014839	12921496
C007834	D002779	20374298
D019833	D000014	20299547
D019833	D000022	21810550
D019833	D000230	11389053
D019833	D001836	14580783
D019833	D001943	16541309
D019833	D000013	23770295
D019833	D012734	19672408
D019833	D056486	24967385
D019833	D004487	24992288
D019833	D006177	23770295
D019833	D006402	21048042
D019833	D007247	22553218
D019833	D007938	17468513
D019833	D008325	14578162
D019833	D008679	11389053
D019833	D009336	10572627
D019833	D009369	21177254
D019833	D009421	16427766
D019833	D009421	20299547
D019833	D009845	19672408
D019833	D047928	21816468
D019833	D011297	23295412
D019833	D011297	23410115
D019833	D011297	25031359
D019833	D011297	15925024
D019833	D011297	21048042
D019833	D011297	21177254
D019833	D011629	24365114
D019833	D011629	25462787
D019833	D013733	25031359
D019833	D013959	21800831
D019833	D014594	11389053
C040641	D005831	20049207
D005839	D058186	1324513
D005839	D058186	1355906
D005839	D058186	14986132
D005839	D058186	14993807
D005839	D058186	15149329
D005839	D058186	16225114
D005839	D058186	16780655
D005839	D058186	20118187
D005839	D058186	16999986
D005839	D058186	20164825
D005839	D058186	17036408
D005839	D058186	22005293
D005839	D058186	17464513
D005839	D058186	23145036
D005839	D058186	23261757
D005839	D058186	23707770
D005839	D058186	2385448
D005839	D058186	3534703
D005839	D058186	24923469
D005839	D058186	3795053
D005839	D058186	25034533
D005839	D058186	3988600
D005839	D058186	25339697
D005839	D058186	4069770
D005839	D058186	4444745
D005839	D058186	445001
D005839	D058186	4589000
D005839	D058186	10607017
D005839	D058186	7098275
D005839	D058186	4703097
D005839	D058186	10729747
D005839	D058186	7144139
D005839	D058186	4720135
D005839	D058186	10803762
D005839	D058186	7199128
D005839	D058186	6214598
D005839	D058186	11274264
D005839	D058186	7329494
D005839	D058186	1130272
D005839	D058186	7391838
D005839	D058186	1144851
D005839	D058186	7400070
D005839	D058186	12375257
D005839	D058186	7566310
D005839	D058186	12617329
D005839	D058186	7571189
D005839	D058186	12969435
D005839	D058186	7800247
D005839	D058186	7853850
D005839	D058186	1753919
D005839	D058186	18227104
D005839	D058186	18767002
D005839	D058186	19204016
D005839	D058186	1932635
D005839	D058186	19709328
D005839	D058186	19736602
D005839	D058186	2689848
D005839	D058186	19737869
D005839	D058186	2709684
D005839	D058186	19893084
D005839	D058186	2728142
D005839	D058186	20030531
D005839	D058186	2907577
D005839	D058186	2915758
D005839	D058186	2972861
D005839	D058186	3111476
D005839	D058186	6223941
D005839	D058186	3123518
D005839	D058186	6276536
D005839	D058186	342789
D005839	D058186	6507171
D005839	D058186	3485932
D005839	D058186	6645206
D005839	D058186	6663986
D005839	D058186	6690474
D005839	D058186	6715952
D005839	D058186	788666
D005839	D058186	6727808
D005839	D058186	7967229
D005839	D058186	6822758
D005839	D058186	8157077
D005839	D058186	6877460
D005839	D058186	8184137
D005839	D058186	8214103
D005839	D058186	8771241
D005839	D058186	8963945
D005839	D058186	919118
D005839	D058186	951016
D005839	D000380	6641504
D005839	D000471	12571406
D005839	D000740	1982298
D005839	D000743	4124995
D005839	D001002	4122055
D005839	D001002	4678426
D005839	D001018	3141162
D005839	D001018	7724425
D005839	D001100	785039
D005839	D001259	311609
D005839	D053099	4408153
D005839	D001477	2420173
D005839	D002128	1560382
D005839	D015834	6282040
D005839	D003229	2275936
D005839	D003638	5681139
D005839	D003638	65671
D005839	D003638	11270492
D005839	D003638	18607918
D005839	D003638	3662925
D005839	D003967	6295339
D005839	D004244	9717322
D005839	D004342	16943303
D005839	D004342	6268571
D005839	D064420	22082490
D005839	D064420	3316564
D005839	D064420	6426359
D005839	D064420	6479501
D005839	D064420	7194655
D005839	D064420	8056701
D005839	D064420	11033412
D005839	D064420	15033597
D005839	D064420	19500072
D005839	D004427	20709153
D005839	D004427	6988713
D005839	D004487	2275936
D005839	D004697	7724425
D005839	D004697	8034999
D005839	D004697	9865990
D005839	D004697	15332717
D005839	D004697	2108503
D005839	D004697	3141162
D005839	D004827	8487076
D005839	D005076	6268571
D005839	D005076	6295339
D005839	D005198	343914
D005839	D005198	7350298
D005839	D005198	7411324
D005839	D005355	18227104
D005839	D006029	23261757
D005839	D006030	7354245
D005839	D016908	9865990
D005839	D016908	3141162
D005839	D016908	7724425
D005839	D016908	8034999
D005839	D006261	17466854
D005839	D006311	2294943
D005839	D006311	319355
D005839	D006311	3485932
D005839	D006311	4408153
D005839	D006311	475363
D005839	D006311	568779
D005839	D006311	659347
D005839	D006311	7413550
D005839	D006311	7425950
D005839	D006311	8703385
D005839	D006311	900916
D005839	D006311	1152283
D005839	D006311	1526361
D005839	D006311	16239342
D005839	D034381	6421944
D005839	D034381	14501459
D005839	D034381	6977353
D005839	D034381	15968427
D005839	D034381	7194655
D005839	D034381	16298782
D005839	D034381	16844331
D005839	D034381	17457375
D005839	D034381	17511170
D005839	D034381	17653228
D005839	D034381	8060454
D005839	D034381	17868369
D005839	D034381	8915412
D005839	D034381	18024279
D005839	D034381	9223576
D005839	D034381	19128679
D005839	D034381	19130971
D005839	D034381	10418821
D005839	D034381	2108113
D005839	D034381	10626598
D005839	D034381	24673561
D005839	D034381	1239710
D005839	D006312	6742338
D005839	D006312	11407655
D005839	D006312	11895059
D005839	D006312	484567
D005839	D006314	6821312
D005839	D006319	1795911
D005839	D006319	6282040
D005839	D006331	3409104
D005839	D006333	6295339
D005839	D006929	5489186
D005839	D053565	6659964
D005839	D053565	9351517
D005839	D053565	10807684
D005839	D053565	1403791
D005839	D053565	17652376
D005839	D006940	2275936
D005839	D034141	856439
D005839	D006996	856439
D005839	D006996	2331318
D005839	D006996	727798
D005839	D006996	7354245
D005839	D007008	4110324
D005839	D007008	727798
D005839	D007008	7354245
D005839	D007008	856439
D005839	D007008	1067752
D005839	D007008	12571406
D005839	D007008	2331318
D005839	D007020	6295339
D005839	D007232	4069770
D005839	D007673	15245572
D005839	D007673	18842672
D005839	D007673	19761811
D005839	D007674	1462001
D005839	D007674	15086898
D005839	D007674	15267137
D005839	D007674	16128912
D005839	D007674	16925772
D005839	D007674	17202664
D005839	D007674	17636248
D005839	D007674	20829429
D005839	D007674	17899318
D005839	D007674	20849911
D005839	D007674	17934191
D005839	D007674	21081137
D005839	D007674	18289764
D005839	D007674	21396950
D005839	D007674	21616119
D005839	D007674	22061828
D005839	D007674	22526374
D005839	D007674	4073872
D005839	D007674	23142791
D005839	D007674	4306975
D005839	D007674	23335628
D005839	D007674	475363
D005839	D007674	2351627
D005839	D007674	500516
D005839	D007674	6184909
D005839	D007674	6340504
D005839	D007674	6364908
D005839	D007674	10759677
D005839	D007674	7103453
D005839	D007674	6421944
D005839	D007674	10990387
D005839	D007674	7121387
D005839	D007674	6437310
D005839	D007674	12419699
D005839	D007674	7182340
D005839	D007674	6479501
D005839	D007674	12571406
D005839	D007674	7194655
D005839	D007674	1263024
D005839	D007674	7204294
D005839	D007674	12877940
D005839	D007674	7217852
D005839	D007674	1322021
D005839	D007674	7235657
D005839	D007674	1340440
D005839	D007674	9741354
D005839	D007674	7330449
D005839	D007674	1438039
D005839	D007674	736249
D005839	D007674	7725344
D005839	D007674	18441258
D005839	D007674	1856146
D005839	D007674	19349640
D005839	D007674	19500072
D005839	D007674	19535489
D005839	D007674	19548288
D005839	D007674	1976338
D005839	D007674	23535405
D005839	D007674	19967075
D005839	D007674	23651617
D005839	D007674	20435566
D005839	D007674	2424533
D005839	D007674	20816719
D005839	D007674	24863737
D005839	D007674	2791871
D005839	D007674	2905310
D005839	D007674	2914447
D005839	D007674	659347
D005839	D007674	319355
D005839	D007674	659349
D005839	D007674	3316564
D005839	D007674	659354
D005839	D007674	3952992
D005839	D007674	6643700
D005839	D007674	6728084
D005839	D007674	6797359
D005839	D007674	696801
D005839	D007674	7872367
D005839	D007674	6988713
D005839	D007674	80528
D005839	D007674	707512
D005839	D007674	8056701
D005839	D007674	7082782
D005839	D007674	8160791
D005839	D007674	8308589
D005839	D007674	8913452
D005839	D007674	8971904
D005839	D007674	899868
D005839	D007674	900916
D005839	D007674	968458
D005839	D007683	657154
D005839	D007683	12818927
D005839	D007683	6877460
D005839	D007683	14748758
D005839	D007683	7352791
D005839	D007683	15795518
D005839	D007683	16751989
D005839	D007683	1743919
D005839	D007683	19802993
D005839	D007683	25677510
D005839	D007683	735819
D005839	D007683	2755919
D005839	D007683	8184137
D005839	D007683	3156984
D005839	D007683	8583688
D005839	D007683	3159593
D005839	D007683	9585304
D005839	D007683	4122055
D005839	D007683	11231351
D005839	D007683	4678426
D005839	D007683	1130930
D005839	D007683	6365403
D005839	D007683	12176111
D005839	D008064	1856146
D005839	D008064	7062263
D005839	D017093	6295339
D005839	D008275	2331318
D005839	D008275	727798
D005839	D018908	501488
D005839	D009135	3409104
D005839	D009336	696801
D005839	D009336	1438039
D005839	D009336	9741354
D005839	D009336	15267137
D005839	D009336	16925772
D005839	D009336	19535489
D005839	D009336	20435566
D005839	D009336	20816719
D005839	D009336	21081137
D005839	D009336	21396950
D005839	D009336	22061828
D005839	D009336	23142791
D005839	D009336	23335628
D005839	D009336	11470263
D005839	D009336	23535405
D005839	D009336	1263024
D005839	D009336	3111476
D005839	D009336	1322021
D005839	D009393	16272714
D005839	D009395	16943303
D005839	D009395	445001
D005839	D009395	6604293
D005839	D009395	7354245
D005839	D009395	7413550
D005839	D009395	8444569
D005839	D009395	12495276
D005839	D009395	15627798
D005839	D009395	16751989
D005839	D000857	1346326
D005839	D009846	1130930
D005839	D009846	3795053
D005839	D010243	4568132
D005839	D010689	6295339
D005839	D011128	1173285
D005839	D011128	785039
D005839	D011141	4705480
D005839	D011141	4705491
D005839	D011141	6877460
D005839	D011141	7404588
D005839	D011141	8184137
D005839	D011141	12969435
D005839	D011141	25339697
D005839	D011141	3795053
D005839	D020250	17466854
D005839	D049188	16239342
D005839	D011507	16925772
D005839	D011507	16943303
D005839	D011507	21396950
D005839	D011507	22061828
D005839	D011507	23261757
D005839	D011507	2880436
D005839	D011507	480186
D005839	D011507	7404588
D005839	D011507	10759677
D005839	D011507	15033597
D005839	D011507	16128912
D005839	D011537	6295339
D005839	D011655	6295339
D005839	D051437	6425441
D005839	D051437	3415211
D005839	D051437	11288217
D005839	D051437	6846959
D005839	D051437	424834
D005839	D051437	11470263
D005839	D051437	7404588
D005839	D051437	4705480
D005839	D051437	11768525
D005839	D051437	7420681
D005839	D051437	12176111
D005839	D051437	14748758
D005839	D051437	15728788
D005839	D051437	15795518
D005839	D051437	4705491
D005839	D051437	16272714
D005839	D051437	8102655
D005839	D051437	480186
D005839	D051437	16671961
D005839	D051437	60663
D005839	D051437	17132701
D005839	D051437	6091478
D005839	D051437	25677510
D005839	D051437	10512279
D005839	D051437	6295339
D005839	D051437	2607314
D005839	D051437	10708741
D005839	D051437	634773
D005839	D051437	2755919
D005839	D051437	10738713
D005839	D013203	19414568
D005839	D013492	6268571
D005839	D013921	6641504
D005839	D014012	6742338
D005839	D014511	1420578
D005839	D014511	1982298
D005839	D014511	7354245
D005839	D014555	1856146
D005839	D014657	7235490
D005839	D018366	6268571
D005839	D014717	6977353
D005839	D014717	16749606
D005839	D014717	2108113
D005839	D014717	3931031
D005839	D015837	1526361
D005839	D015837	17364327
D005839	D015837	18776599
D005839	D015837	19896499
D005839	D015837	311609
D005839	D015837	3485932
D005839	D015837	9223576
D005839	D015837	10612521
D005839	D015837	10738713
D005839	D015837	11288217
D005839	D000160	16286701
D005839	D000160	5349292
D005839	D014883	7182340
D005839	D014883	8971904
D005839	D015431	20849911
D005839	D015431	22061828
C039979	D012640	2906877
C039979	D014202	11070179
C007836	D017449	26795242
C048393	D056486	23850985
D005857	D009336	21979174
C033273	D020016	11301170
C033273	D000568	2576253
C033273	D000568	2576255
C033273	D004244	12499032
C033273	D006261	2150581
C033273	D006973	7554972
C033273	D008548	12499032
C033273	D008796	2150581
C033273	D009325	12499032
C033273	D012851	9593414
C033273	D013923	1426186
C033273	D013923	8808016
C033273	D019851	11994571
C033273	D014652	15019538
C033273	D054556	7500750
C033273	D054556	8555935
C033273	D054556	11219554
C033273	D054556	11463678
C033273	D054556	14686030
C033273	D020246	10205088
C033273	D020246	11463678
C033273	D014839	12499032
D054439	D006333	17392601
C104201	D005767	12364819
C551075	D002543	12818420
C063170	D002375	16258634
C063170	D003128	10836866
C063170	D010243	18762355
C045856	D000648	16053272
C049864	D006461	17193304
C049864	D006948	15303264
C575255	D008133	21650221
D005897	D058186	2873910
D005897	D003875	11792017
D005897	D004342	2872904
D005897	D056486	24085192
D005897	D056486	24136188
D005897	D042882	9270928
D005897	D053040	2903714
D005897	D001744	2892454
D005897	D014545	6139048
D005897	D014581	11792017
C005004	D005334	7863789
C005004	D014839	6375709
D051100	D019970	19345340
D005907	D001037	11592575
D005907	D053099	8061394
D005907	D056486	10656221
D005907	D056486	12018908
D005907	D056486	24085192
D005907	D004487	8061394
D005907	D006429	11592575
D005907	D006505	11592575
D005907	D009846	8061394
C057619	D002779	11173739
C057619	D002779	15247878
C057619	D002780	23956101
C057619	D056486	10592884
C057619	D056486	11173739
C057619	D006505	15247878
C057619	D012770	8911987
C057619	D013262	25811541
C057619	D014657	17324240
D005913	D050197	8073011
D005913	D007003	7648808
C010969	D041781	23956101
D005934	D001145	832287
D005934	D007022	832287
D005934	D013610	1512813
D005938	D000544	17107752
D005938	D000741	1642096
D005938	D000799	14641354
D005938	D001416	20213089
D005938	D001714	1561189
D005938	D009202	1162618
D005938	D002761	16878441
D005938	D019970	16641943
D005938	D019970	17534378
D005938	D003324	71639
D005938	D019465	18281261
D005938	D003480	17154092
D005938	D003680	14641354
D005938	D003866	17154092
D005938	D003865	17473392
D005938	D017449	14641354
D005938	D003919	1882385
D005938	D003920	25851902
D005938	D003875	14641354
D005938	D056486	17154092
D005938	D056486	23639586
D005938	D064420	25851902
D005938	D050171	17078595
D005938	D005128	4340068
D005938	D005756	17154092
D005938	D018149	17154092
D005938	D006331	17078595
D005938	D006943	15489935
D005938	D006973	20174656
D005938	D006973	2580131
D005938	D006973	11082166
D005938	D006973	17078595
D005938	D006973	17154092
D005938	D006996	15489935
D005938	D007008	15489935
D005938	D007008	17078595
D005938	D041781	16878441
D005938	D008068	20213089
D005938	D008068	3058451
D005938	D001523	18056188
D005938	D009133	9297069
D005938	D009135	15946989
D005938	D009135	9342153
D005938	D009203	71639
D005938	D009461	11972431
D005938	D065626	17539971
D005938	D009798	7862403
D005938	D058729	71639
D005938	D007690	8724899
D005938	D051437	20351701
D005938	D012393	10192164
D005938	D012559	21034739
D005938	D012640	17592530
D005938	D013118	3058451
D005938	D020521	20979938
D005938	D013927	20979938
D005938	D020246	15658543
D005944	D006943	20165829
D005944	D007333	19373748
D005944	D007333	20165829
D005944	D007333	24442997
D005947	D000140	19427052
D005947	D000544	24055495
D005947	D000740	20857844
D005947	D000853	26053125
D005947	D000860	12770949
D005947	D050197	24659233
D005947	D001836	22465570
D005947	D001929	15459624
D005947	D002545	19429140
D005947	D002545	8099768
D005947	D002277	22467055
D005947	D009202	21964073
D005947	D002386	21376710
D005947	D003110	22467055
D005947	D003128	15333503
D005947	D000013	18502742
D005947	D048909	12434198
D005947	D048909	15490108
D005947	D003921	12123627
D005947	D003921	18266981
D005947	D003921	22056647
D005947	D003924	22244987
D005947	D003924	12914525
D005947	D003924	15531508
D005947	D003924	22056647
D005947	D003928	21439372
D005947	D003928	22245600
D005947	D003929	10780678
D005947	D050171	12434198
D005947	D004660	6424993
D005947	D005317	26053125
D005947	D005355	19759273
D005947	D005355	26891083
D005947	D006461	18983990
D005947	D006461	21736874
D005947	D006943	23192364
D005947	D006943	11696579
D005947	D006943	19136606
D005947	D006943	22406263
D005947	D006984	20060012
D005947	D006984	24810525
D005947	D007249	20578705
D005947	D007249	26891083
D005947	D007333	23884882
D005947	D007333	24262486
D005947	D019586	15459624
D005947	D007511	11108930
D005947	D009203	25488258
D005947	D017202	3812268
D005947	D015428	25488258
D005947	D009207	15459624
D005947	D009336	17309078
D005947	D009336	19492079
D005947	D009410	23954465
D005947	D009410	9147382
D005947	D009436	26053125
D005947	D009461	16189347
D005947	D009503	20857844
D005947	D010146	8796565
D005947	D010149	8610872
D005947	D010523	8519711
D005947	D049188	24882757
D005947	D012600	26053125
D005947	D012640	65671
D005947	D014202	3202815
D005947	D018487	25488258
D005963	D002286	8086032
D005963	D005776	19959168
D005963	D008064	24980264
C026317	D006212	8767052
C026317	D011605	8767052
C023847	D006528	3757948
C023847	D002294	3757948
C023847	D007414	3757948
C023847	D008113	2029739
C023847	D014846	3757948
D005976	D017449	12956347
D005976	D017449	26795242
D005976	D003876	15218738
D005976	D006965	16036858
D005976	D007249	16036858
D005976	D008679	16036858
D005978	D058186	10729747
D005978	D000647	14643852
D005978	D001249	22867017
D005978	D001321	19267885
D005978	D001321	24676906
D005978	D001321	16917939
D005978	D001321	18929414
D005978	D001321	19056591
D005978	D009202	1914080
D005978	D002779	8377599
D005978	D003072	19464315
D005978	D003072	11212865
D005978	D003072	18208924
D005978	D003072	18343489
D005978	D003092	23810507
D005978	D016640	23956348
D005978	D003924	23466488
D005978	D003924	23665415
D005978	D017719	11983006
D005978	D056486	22310181
D005978	D056486	23333575
D005978	D004487	19874808
D005978	D005076	8377599
D005978	D005199	22628295
D005978	D005234	10860543
D005978	D005334	8377599
D005978	D005767	9199886
D005978	D006461	18983990
D005978	D020138	20413874
D005978	D006975	15962377
D005978	D006975	8377599
D005978	D006980	19914224
D005978	D007565	8377599
D005978	D007669	24360074
D005978	D008105	8377599
D005978	D008106	15962377
D005978	D017241	11907800
D005978	D008569	20871768
D005978	D009336	10753958
D005978	D009765	23956348
D005978	D009784	23791970
D005978	D017246	11907800
D005978	D010523	1336008
D005978	D011471	23575993
D005978	D012640	19798568
D005978	D012640	19800361
D005978	D012640	20592767
D005978	D013226	15752349
D005978	D013276	23933360
D005978	D014514	24360074
D005978	D001745	7548731
D019803	D001321	19056591
D019803	D016640	23956348
D019803	D007669	24360074
D019803	D009765	23956348
D019803	D010300	21318773
D019803	D015427	1943082
D019803	D014514	24360074
D005984	D002524	5709841
D005984	D003128	3626855
D005984	D006212	5709841
D005984	D006996	1273917
D005984	D009443	5709841
D005984	D012640	1273917
D005984	D013375	3348460
D005984	D013375	6822484
D005905	D000743	15126005
D005905	D000743	3115451
D005905	D000743	8562390
D005905	D001145	9730012
D005905	D001167	4213123
D005905	D050197	8073011
D005905	D001768	6794018
D005905	D002769	11177350
D005905	D002779	2121195
D005905	D002779	9584675
D005905	D002779	10967995
D005905	D002779	1341488
D005905	D002779	1808229
D005905	D002780	6794018
D005905	D002780	7748712
D005905	D002780	8729168
D005905	D002780	11177350
D005905	D002780	1436270
D005905	D002780	23956101
D005905	D003128	5006096
D005905	D003128	6421558
