ChemicalID	DiseaseID	PubMedIDs
D003042	D010554	15817190
D003042	D010554	15827351
D003042	D010554	1683859
D003042	D010554	17604891
D003042	D010554	18365934
D003042	D010554	19066856
D003042	D010554	19170441
D003042	D010554	20526586
D003042	D010554	7913451
D003042	D010554	9588488
D003042	D010554	12028941
D003042	D010554	12062775
D003042	D010554	1488036
D003042	D010787	6743055
D003042	D010921	18622325
D003042	D010922	10786976
D003042	D010922	9610997
D003042	D011014	16935692
D003042	D011014	19204526
D003042	D011026	3044045
D003042	D011026	9644964
D003042	D011030	20939403
D003042	D011041	11054142
D003042	D011045	15797189
D003042	D011086	10493323
D003042	D011183	17584570
D003042	D011183	2025483
D003042	D011248	8443855
D003042	D011248	10560774
D003042	D011248	12218880
D003042	D011248	1495535
D003042	D011249	1870806
D003042	D011249	2038082
D003042	D011250	1870806
D003042	D011250	8262687
D003042	D047928	15280134
D003042	D047928	18221930
D003042	D047928	19447321
D003042	D047928	11331724
D003042	D047928	11349507
D003042	D047928	11943500
D003042	D011297	9588488
D003042	D011297	9597364
D003042	D011297	9597365
D003042	D011297	9621400
D003042	D011297	11331686
D003042	D011297	9621403
D003042	D011297	11349507
D003042	D011297	9668407
D003042	D011297	11434821
D003042	D011297	9668440
D003042	D011297	11437064
D003042	D011297	9733920
D003042	D011297	11440822
D003042	D011297	9761595
D003042	D011297	11454414
D003042	D011297	11574943
D003042	D011297	12633734
D003042	D011297	11711247
D003042	D011297	12640376
D003042	D011297	11792523
D003042	D011297	12689539
D003042	D011297	11792524
D003042	D011297	12691787
D003042	D011297	14622900
D003042	D011297	14754949
D003042	D011297	1488037
D003042	D011297	15956868
D003042	D011297	15161895
D003042	D011297	16143741
D003042	D011297	15230078
D003042	D011297	16298510
D003042	D011297	15308926
D003042	D011297	1640300
D003042	D011297	16414242
D003042	D011297	16463605
D003042	D011297	1667678
D003042	D011297	10355807
D003042	D011297	18335493
D003042	D011297	16802901
D003042	D011297	10533991
D003042	D011297	18382688
D003042	D011297	16940772
D003042	D011297	10560768
D003042	D011297	18571546
D003042	D011297	17043317
D003042	D011297	10608102
D003042	D011297	1882346
D003042	D011297	10617702
D003042	D011297	19380615
D003042	D011297	10745478
D003042	D011297	19695324
D003042	D011297	10959532
D003042	D011297	19699795
D003042	D011297	11141028
D003042	D011297	7511139
D003042	D011297	19704103
D003042	D011297	11318199
D003042	D011297	7513757
D003042	D011297	19822596
D003042	D011297	7523082
D003042	D011297	1986094
D003042	D011297	7546010
D003042	D011297	7554304
D003042	D011297	7623735
D003042	D011297	7644135
D003042	D011297	7689727
D003042	D011297	7913451
D003042	D011297	7930401
D003042	D011297	8001318
D003042	D011297	8194290
D003042	D011297	8277927
D003042	D011297	8407743
D003042	D011297	8452605
D003042	D011297	8746551
D003042	D011297	8835189
D003042	D011297	9352101
D003042	D011297	9445497
D003042	D011297	9581634
D003042	D011297	11852031
D003042	D011297	11960537
D003042	D011297	12009485
D003042	D011297	12030692
D003042	D011297	12193516
D003042	D011297	12365131
D003042	D011297	12415229
D003042	D011297	15347702
D003042	D011297	12431317
D003042	D011297	15381734
D003042	D011297	12456917
D003042	D011297	15451042
D003042	D011297	12584484
D003042	D011297	15677681
D003042	D011297	15685203
D003042	D011297	15734269
D003042	D011297	15734270
D003042	D011297	17083299
D003042	D011297	15827351
D003042	D011297	17272597
D003042	D011297	15939203
D003042	D011297	17380506
D003042	D011297	1595633
D003042	D011297	17453830
D003042	D011297	17487224
D003042	D011297	17565286
D003042	D011297	17606552
D003042	D011297	1986097
D003042	D011297	17868884
D003042	D011297	20025555
D003042	D011297	17974718
D003042	D011297	2296491
D003042	D011297	18202230
D003042	D011297	2299141
D003042	D011297	2464279
D003042	D011297	2636852
D003042	D011297	2679587
D003042	D011297	2742283
D003042	D011297	2911419
D003042	D011297	3950828
D003042	D049188	7945904
D003042	D049188	9733920
D003042	D049188	14745934
D003042	D049188	17622340
D003042	D049188	18782407
D003042	D011317	2299732
D003042	D011317	9669540
D003042	D011317	12837464
D003042	D011317	18996674
D003042	D011317	20016438
D003042	D011507	1495535
D003042	D011595	15248075
D003042	D011595	15919577
D003042	D011595	16473939
D003042	D011595	16765386
D003042	D011595	17566008
D003042	D011595	11054142
D003042	D011595	11590577
D003042	D011595	12768274
D003042	D011596	20459657
D003042	D011596	8746551
D003042	D011596	1335535
D003042	D011596	15230078
D003042	D011596	16678245
D003042	D011605	12411264
D003042	D011605	1486093
D003042	D011605	15725428
D003042	D011605	15763743
D003042	D011605	15764424
D003042	D011605	15894433
D003042	D011605	1752853
D003042	D011605	1816700
D003042	D011605	18199307
D003042	D011605	7177254
D003042	D011605	7313740
D003042	D011605	10914291
D003042	D011605	7718680
D003042	D011605	11331147
D003042	D011605	9645173
D003042	D011605	1224190
D003042	D011618	7555128
D003042	D011618	16048728
D003042	D011618	16134406
D003042	D011618	17314673
D003042	D011644	2492650
D003042	D011654	1757314
D003042	D011654	2327446
D003042	D011654	8001214
D003042	D011654	9404801
D003042	D011654	9608079
D003042	D011654	12218880
D003042	D011654	15483504
D003042	D011654	15776696
D003042	D011656	12797925
D003042	D054060	16355064
D003042	D011681	11262695
D003042	D011681	8854309
D003042	D011693	20304523
D003042	D011693	20738457
D003042	D011695	15016489
D003042	D011695	7634555
D003042	D011697	15959761
D003042	D011697	8766259
D003042	D020146	8650587
D003042	D017511	19087813
D003042	D011782	8179749
D003042	D011782	8499039
D003042	D011928	11642523
D003042	D011928	12296288
D003042	D019962	12030692
D003042	D012021	20412821
D003042	D012019	11079580
D003042	D012078	15696837
D003042	D051437	16542120
D003042	D051437	19030648
D003042	D051437	21983858
D003042	D051437	7555128
D003042	D051437	8465736
D003042	D051437	8969619
D003042	D051437	9404801
D003042	D051437	10069205
D003042	D051437	11560204
D003042	D051437	16355064
D003042	D015427	1326132
D003042	D015427	15677681
D003042	D015427	9650642
D003042	D012120	8163794
D003042	D012120	8289593
D003042	D012120	10478337
D003042	D012120	2636852
D003042	D012120	7486043
D003042	D012127	15280134
D003042	D012131	11812504
D003042	D012131	1527734
D003042	D012131	1570902
D003042	D016156	18427365
D003042	D015356	3334923
D003042	D012164	18662808
D003042	D012164	19787615
D003042	D012185	11005354
D003042	D012206	2712062
D003042	D012206	11971848
D003042	D012206	2913784
D003042	D012206	12218880
D003042	D012206	7555128
D003042	D012206	14531175
D003042	D012206	14658178
D003042	D012206	16355064
D003042	D012206	16542120
D003042	D012206	16883771
D003042	D012206	7774343
D003042	D012206	18221716
D003042	D012206	8327809
D003042	D012206	18446076
D003042	D012206	8465736
D003042	D012206	18946498
D003042	D012206	8988571
D003042	D012206	19030648
D003042	D012206	10863119
D003042	D012206	9404801
D003042	D012206	2076148
D003042	D012206	11155017
D003042	D012206	9413348
D003042	D012206	2710269
D003042	D012206	11792999
D003042	D012220	15016489
D003042	D012220	2909232
D003042	D012559	7718680
D003042	D012595	1569994
D003042	D012595	2799446
D003042	D012595	9786294
D003042	D012607	373453
D003042	D012640	2240552
D003042	D012640	2299141
D003042	D012640	2325832
D003042	D012640	2344093
D003042	D012640	10650168
D003042	D012640	2400545
D003042	D012640	10663420
D003042	D012640	25933444
D003042	D012640	10668454
D003042	D012640	2625524
D003042	D012640	10698007
D003042	D012640	6538659
D003042	D012640	26283212
D003042	D012640	10743914
D003042	D012640	7073000
D003042	D012640	2742283
D003042	D012640	10758352
D003042	D012640	7312914
D003042	D012640	2757711
D003042	D012640	10764922
D003042	D012640	7486043
D003042	D012640	11426838
D003042	D012640	10773209
D003042	D012640	7507577
D003042	D012640	11505892
D003042	D012640	10817525
D003042	D012640	7516559
D003042	D012640	11519485
D003042	D012640	10850552
D003042	D012640	7555128
D003042	D012640	11590577
D003042	D012640	8135424
D003042	D012640	7583232
D003042	D012640	11684152
D003042	D012640	8163794
D003042	D012640	7614300
D003042	D012640	11732755
D003042	D012640	8179767
D003042	D012640	7630845
D003042	D012640	11792999
D003042	D012640	8192750
D003042	D012640	1464255
D003042	D012640	11812504
D003042	D012640	8239099
D003042	D012640	1470303
D003042	D012640	11932084
D003042	D012640	8245693
D003042	D012640	14732425
D003042	D012640	12128006
D003042	D012640	8287272
D003042	D012640	14745842
D003042	D012640	9117389
D003042	D012640	8289593
D003042	D012640	1486093
D003042	D012640	9187330
D003042	D012640	8355185
D003042	D012640	1498673
D003042	D012640	9266613
D003042	D012640	8358618
D003042	D012640	15099923
D003042	D012640	10086994
D003042	D012640	9272670
D003042	D012640	16125150
D003042	D012640	15145701
D003042	D012640	10215643
D003042	D012640	9352101
D003042	D012640	1623406
D003042	D012640	1527734
D003042	D012640	10334496
D003042	D012640	9424017
D003042	D012640	16272682
D003042	D012640	1545905
D003042	D012640	10452435
D003042	D012640	9439844
D003042	D012640	16542420
D003042	D012640	10454489
D003042	D012640	9585919
D003042	D012640	16725121
D003042	D012640	10456426
D003042	D012640	9610951
D003042	D012640	16797004
D003042	D012640	10478337
D003042	D012640	9666168
D003042	D012640	1684527
D003042	D012640	10541732
D003042	D012640	18566292
D003042	D012640	17126860
D003042	D012640	10618468
D003042	D012640	18719317
D003042	D012640	17241657
D003042	D012640	19013687
D003042	D012640	17314673
D003042	D012640	19217723
D003042	D012640	1924638
D003042	D012640	1975084
D003042	D012640	19800183
D003042	D012640	19904018
D003042	D012640	1996793
D003042	D012640	20094107
D003042	D012640	20357395
D003042	D012640	2054648
D003042	D012640	20565405
D003042	D012640	20823966
D003042	D012640	20927585
D003042	D012640	2107459
D003042	D012640	2126913
D003042	D012640	2772692
D003042	D012640	2162541
D003042	D012640	2788249
D003042	D012640	2215083
D003042	D012640	2790457
D003042	D012640	2217500
D003042	D012640	2927655
D003042	D012640	10952077
D003042	D012640	3335951
D003042	D012640	10991973
D003042	D012640	3399066
D003042	D012640	11043990
D003042	D012640	3537786
D003042	D012640	11054142
D003042	D012640	7644135
D003042	D012640	4070335
D003042	D012640	11111834
D003042	D012640	7654917
D003042	D012640	414826
D003042	D012640	11164383
D003042	D012640	7675859
D003042	D012640	563334
D003042	D012640	11166519
D003042	D012640	7713372
D003042	D012640	12218537
D003042	D012640	11301071
D003042	D012640	7724703
D003042	D012640	12218880
D003042	D012640	11349507
D003042	D012640	7901394
D003042	D012640	12573515
D003042	D012640	11421588
D003042	D012640	7905595
D003042	D012640	12639573
D003042	D012640	8435746
D003042	D012640	8028798
D003042	D012640	12649362
D003042	D012640	8450469
D003042	D012640	8029253
D003042	D012640	12813312
D003042	D012640	8465736
D003042	D012640	8134208
D003042	D012640	12921865
D003042	D012640	8613919
D003042	D012640	15461242
D003042	D012640	12935600
D003042	D012640	8650587
D003042	D012640	15475793
D003042	D012640	1322085
D003042	D012640	8667461
D003042	D012640	15582832
D003042	D012640	1386882
D003042	D012640	8814101
D003042	D012640	1570902
D003042	D012640	9668440
D003042	D012640	8959046
D003042	D012640	1586430
D003042	D012640	9707620
D003042	D012640	9057896
D003042	D012640	1592014
D003042	D012640	9810535
D003042	D012640	9085399
D003042	D012640	1595778
D003042	D012640	9814229
D003042	D012640	1745445
D003042	D012640	16005948
D003042	D012640	9865234
D003042	D012640	1750225
D003042	D012640	1603706
D003042	D012640	17576772
D003042	D012640	1610717
D003042	D012640	18072097
D003042	D012640	18072153
D003042	D012640	18187534
D003042	D012640	18323757
D003042	D012640	18329701
D003042	D012640	1838195
D003042	D012640	1847729
D003042	D012652	17259032
D003042	D012678	8896786
D003042	D012735	7630845
D003042	D020018	6520658
D003042	D012769	10360634
D003042	D012770	20723251
D003042	D012797	18427364
D003042	D012798	8134208
D003042	D012848	1919384
D003042	D054138	1615817
D003042	D012852	3334775
D003042	D017445	11122051
D003042	D017445	12843832
D003042	D017445	15887436
D003042	D012892	18855824
D003042	D007319	15925122
D003042	D012893	17361073
D003042	D012893	19099117
D003042	D012893	19379771
D003042	D012893	19653786
D003042	D012893	20080983
D003042	D012893	6625009
D003042	D012893	8835189
D003042	D012893	10609968
D003042	D012893	15672273
D003042	D012893	1595633
D003042	D013035	623942
D003042	D013064	11913063
D003042	D013064	15230078
D003042	D020760	17167348
D003042	D013159	15013162
D003042	D013159	1984755
D003042	D013226	19822180
D003042	D013226	19967565
D003042	D013226	20094107
D003042	D013226	20823966
D003042	D013226	2788249
D003042	D013226	3173196
D003042	D013226	3345324
D003042	D013226	7667346
D003042	D013226	7713372
D003042	D013226	11185973
D003042	D013226	15158010
D003042	D013226	1527734
D003042	D019956	9718280
D003042	D019956	9802839
D003042	D013276	11005354
D003042	D013276	20930894
D003042	D009057	16379139
D003042	D013285	8823601
D003042	D013285	9148264
D003042	D020521	9799166
D003042	D020521	2334297
D003042	D020521	10815846
D003042	D020521	2673163
D003042	D020521	11054142
D003042	D020521	7555128
D003042	D020521	11481148
D003042	D020521	12218880
D003042	D020521	1420262
D003042	D020521	1486093
D003042	D020521	15228774
D003042	D020521	8414060
D003042	D020521	1542908
D003042	D020521	8823601
D003042	D020521	15688670
D003042	D020521	8880753
D003042	D020521	16355064
D003042	D020521	8890811
D003042	D020521	1745445
D003042	D020521	10631230
D003042	D020521	8944401
D003042	D020521	19655286
D003042	D020521	10668454
D003042	D020521	9585919
D003042	D020521	20112221
D003042	D020521	10696649
D003042	D013345	8474641
D003042	D013345	11588323
D003042	D013345	8649582
D003042	D013345	11792999
D003042	D013345	8650587
D003042	D013345	12764233
D003042	D013345	12935600
D003042	D013345	16174948
D003042	D013345	20444626
D003042	D013345	20849793
D003042	D013345	9173019
D003042	D013345	2525157
D003042	D013345	2673163
D003042	D013345	3376742
D003042	D013345	6743055
D003042	D013345	10069205
D003042	D013345	7483634
D003042	D013345	10696649
D003042	D013345	7801738
D003042	D013345	10871003
D003042	D013352	19748792
D003042	D013352	20939403
D003042	D019966	15805324
D003042	D019966	2070623
D003042	D019966	3044045
D003042	D019966	3537786
D003042	D019966	3953405
D003042	D019966	4061303
D003042	D019966	9181711
D003042	D019966	9668407
D003042	D019966	12062567
D003042	D019966	12122080
D003042	D019966	12425888
D003042	D013375	11275000
D003042	D013375	11316375
D003042	D013375	11417946
D003042	D013375	11449260
D003042	D013375	11817766
D003042	D013375	11850056
D003042	D013375	12042199
D003042	D013375	15223093
D003042	D013375	12062775
D003042	D013375	15355331
D003042	D013375	12363403
D003042	D013375	15856078
D003042	D013375	12377391
D003042	D013375	15866561
D003042	D013375	15941493
D003042	D013375	15950784
D003042	D013375	16005579
D003042	D013375	17765877
D003042	D013375	16138316
D003042	D013375	18045627
D003042	D013375	16184376
D003042	D013375	18265959
D003042	D013375	17081954
D003042	D013375	18580876
D003042	D013375	18596687
D003042	D013375	18848829
D003042	D013375	19036973
D003042	D013375	10023610
D003042	D013375	20676364
D003042	D013375	19306440
D003042	D013375	10657535
D003042	D013375	20826313
D003042	D013375	19375236
D003042	D013375	10812287
D003042	D013375	22860061
D003042	D013375	19379771
D003042	D013375	10873923
D003042	D013375	2330125
D003042	D013375	10880685
D003042	D013375	2739932
D003042	D013375	10989779
D003042	D013375	2756964
D003042	D013375	11032893
D003042	D013375	2817640
D003042	D013375	11072100
D003042	D013375	6625009
D003042	D013375	11270508
D003042	D013375	7796157
D003042	D013375	8021807
D003042	D013375	12409990
D003042	D013375	12425888
D003042	D013375	12511956
D003042	D013375	12574402
D003042	D013375	12716959
D003042	D013375	12721372
D003042	D013375	12931970
D003042	D013375	17122286
D003042	D013375	14622900
D003042	D013375	17161392
D003042	D013375	15010698
D003042	D013375	17276626
D003042	D013375	15091306
D003042	D013375	17314673
D003042	D013375	17335644
D003042	D013375	1749406
D003042	D013375	17513029
D003042	D013375	19423244
D003042	D013375	17621646
D003042	D013375	1955899
D003042	D013375	17623047
D003042	D013375	19653786
D003042	D013375	17652583
D003042	D013375	19656173
D003042	D013375	19830839
D003042	D013375	20080983
D003042	D013375	2018966
D003042	D013375	8080348
D003042	D013375	20226229
D003042	D013375	8516418
